ID,materialsID,quantities,manufactureTime,timeResearchTime,materialResearchTime,copyTime,maxCopyRuns,productID,productQuantity,materialsCount,name
12632,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[1, 1, 1, 1, 1, 1, 600, 150, 1, 3, 1]",4800,168,168,3840,10,12631,5000,11,Quake S Blueprint
12634,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[1, 1, 1, 1, 1, 1, 600, 150, 1, 3, 1]",4800,168,168,3840,10,12633,5000,11,Tremor S Blueprint
12710,"[40, 34, 35, 36, 37]","[4, 840, 183, 470, 4]",1800,630,630,1440,100,12709,1,5,Target Painter I Blueprint
12730,"[11464, 9836, 3814, 11464, 9836, 3814, 11552, 648, 11399, 11533, 11534, 3828, 11478, 11544, 11540, 11558, 11550, 11464, 3812]","[3, 10, 15, 3, 10, 15, 225, 1, 60, 113, 90, 113, 11, 3000, 1200, 150, 38, 7, 75]",240000,84000,84000,192000,1,12729,1,19,Crane Blueprint
12732,"[11746, 9836, 3814, 11746, 9836, 3814, 11552, 649, 11399, 11533, 11534, 3828, 11478, 11544, 11540, 11558, 11550, 11746, 3812]","[5, 15, 25, 7, 15, 25, 300, 1, 105, 75, 135, 225, 15, 5250, 1800, 375, 45, 10, 100]",240000,84000,84000,192000,1,12731,1,19,Bustard Blueprint
12734,"[11459, 9836, 3814, 11459, 9836, 3814, 19744, 11399, 11532, 11554, 11537, 11539, 3828, 11478, 11543, 11549, 11557, 11459, 3812]","[3, 10, 15, 3, 10, 15, 1, 60, 113, 225, 90, 1200, 113, 11, 3000, 38, 150, 7, 75]",240000,84000,84000,192000,1,12733,1,19,Prorator Blueprint
12736,"[9836, 11462, 3814, 9836, 11462, 3814, 11530, 11399, 653, 11542, 11536, 11538, 11555, 3828, 11478, 11548, 11551, 3812, 11462]","[10, 3, 15, 10, 3, 15, 113, 60, 1, 3000, 90, 1200, 150, 113, 11, 38, 225, 75, 7]",240000,84000,84000,192000,1,12735,1,19,Prowler Blueprint
12744,"[11467, 9836, 3814, 11467, 9836, 3814, 11553, 650, 11399, 11556, 11535, 3828, 11541, 11478, 11531, 11545, 11547, 11467, 3812]","[3, 10, 15, 3, 10, 15, 225, 1, 60, 150, 90, 113, 1200, 11, 113, 3000, 38, 7, 75]",240000,84000,84000,192000,1,12743,1,19,Viator Blueprint
12746,"[11465, 9836, 3814, 11465, 9836, 3814, 11553, 11547, 11399, 11556, 655, 3828, 11541, 11478, 11531, 11545, 11535, 11465, 3812]","[5, 15, 25, 7, 15, 25, 300, 45, 105, 375, 1, 225, 1800, 15, 75, 5250, 135, 10, 100]",240000,84000,84000,192000,1,12745,1,19,Occator Blueprint
12748,"[11460, 9836, 3814, 11460, 9836, 3814, 11530, 11399, 652, 11542, 11536, 11538, 11555, 3828, 11478, 11548, 11551, 11460, 3812]","[5, 15, 25, 7, 15, 25, 75, 105, 1, 5250, 135, 1800, 375, 225, 15, 45, 300, 10, 100]",240000,84000,84000,192000,1,12747,1,19,Mastodon Blueprint
12754,"[11458, 9836, 3814, 11458, 9836, 3814, 11399, 11532, 11554, 11537, 11539, 3828, 11478, 11543, 1944, 11549, 11557, 11458, 3812]","[5, 15, 25, 7, 15, 25, 105, 75, 300, 135, 1800, 225, 15, 5250, 1, 45, 375, 10, 100]",240000,84000,84000,192000,1,12753,1,19,Impel Blueprint
12762,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[3, 1, 5, 3, 1, 5, 6000, 1500, 1, 30, 1]",14400,504,504,11520,10,12761,5000,11,Quake L Blueprint
12766,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[3, 1, 5, 3, 1, 5, 6000, 1500, 1, 30, 1]",14400,504,504,11520,10,12765,5000,11,Tremor L Blueprint
12768,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[2, 1, 3, 2, 1, 3, 2400, 600, 1, 12, 1]",9600,336,336,7680,10,12767,5000,11,Quake M Blueprint
12772,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[2, 1, 3, 2, 1, 3, 2400, 600, 1, 12, 1]",9600,336,336,7680,10,12771,5000,11,Tremor M Blueprint
12774,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[2, 1, 3, 2, 1, 3, 1200, 480, 1, 6, 1]",9600,336,336,7680,10,12773,5000,11,Barrage M Blueprint
12776,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[3, 1, 5, 3, 1, 5, 3000, 1200, 1, 15, 1]",14400,504,504,11520,10,12775,5000,11,Barrage L Blueprint
12778,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[2, 1, 3, 2, 1, 3, 1200, 480, 1, 6, 1]",9600,336,336,7680,10,12777,5000,11,Hail M Blueprint
12780,"[9836, 11461, 3814, 9836, 11461, 3814, 16673, 16679, 11476, 11399, 11461]","[3, 1, 5, 3, 1, 5, 3000, 1200, 1, 15, 1]",14400,504,504,11520,10,12779,5000,11,Hail L Blueprint
12786,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 11476, 16670, 11399, 11746]","[1, 2, 3, 1, 2, 3, 240, 1, 240, 6, 1]",9600,336,336,7680,10,12785,5000,11,Null M Blueprint
12788,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 11476, 16670, 11399, 11746]","[1, 3, 5, 1, 3, 5, 600, 1, 600, 15, 1]",14400,504,504,11520,10,12787,5000,11,Null L Blueprint
12790,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 11476, 16670, 11399, 11467]","[1, 2, 3, 1, 2, 3, 240, 1, 240, 6, 1]",9600,336,336,7680,10,12789,5000,11,Void M Blueprint
12792,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 11476, 16670, 11399, 11467]","[1, 3, 5, 1, 3, 5, 600, 1, 600, 15, 1]",14400,504,504,11520,10,12791,5000,11,Void L Blueprint
12802,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 16671, 11476, 11399, 11467]","[1, 2, 3, 1, 2, 3, 300, 600, 1, 6, 1]",9600,336,336,7680,10,12801,5000,11,Javelin M Blueprint
12804,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 16671, 11476, 11399, 11467]","[1, 3, 5, 1, 3, 5, 750, 1500, 1, 15, 1]",14400,504,504,11520,10,12803,5000,11,Javelin L Blueprint
12806,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 16671, 11476, 11399, 11467]","[1, 2, 3, 1, 2, 3, 300, 600, 1, 6, 1]",9600,336,336,7680,10,12805,5000,11,Spike M Blueprint
12808,"[11467, 9836, 3814, 11467, 9836, 3814, 16679, 16671, 11476, 11399, 11467]","[1, 3, 5, 1, 3, 5, 750, 1500, 1, 15, 1]",14400,504,504,11520,10,12807,5000,11,Spike L Blueprint
12815,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 2, 3, 1, 2, 3, 432, 180, 1, 6, 1]",9600,336,336,7680,10,12814,4,11,Conflagration M Blueprint
12817,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 3, 5, 1, 3, 5, 1080, 450, 1, 15, 1]",14400,504,504,11520,10,12816,4,11,Conflagration L Blueprint
12819,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 2, 3, 1, 2, 3, 432, 180, 1, 6, 1]",9600,336,336,7680,10,12818,4,11,Scorch M Blueprint
12821,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 3, 5, 1, 3, 5, 1080, 450, 1, 15, 1]",14400,504,504,11520,10,12820,4,11,Scorch L Blueprint
12823,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 2, 3, 1, 2, 3, 1044, 180, 1, 6, 1]",9600,336,336,7680,10,12822,4,11,Aurora M Blueprint
12825,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 3, 5, 1, 3, 5, 2610, 450, 1, 15, 1]",14400,504,504,11520,10,12824,4,11,Aurora L Blueprint
12827,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 2, 3, 1, 2, 3, 1044, 180, 1, 6, 1]",9600,336,336,7680,10,12826,4,11,Gleam M Blueprint
12829,"[11459, 9836, 3814, 11459, 9836, 3814, 16672, 16679, 11476, 11399, 11459]","[1, 3, 5, 1, 3, 5, 2610, 450, 1, 15, 1]",14400,504,504,11520,10,12828,4,11,Gleam L Blueprint
13000,"[11466, 9836, 3814, 11463, 11466, 9836, 3814, 11463, 34, 35, 36, 37, 38, 39, 40, 11399, 2349, 9840, 9842, 2361, 11483, 11466, 3812, 11463]","[1, 1, 5, 1, 1, 4, 5, 1, 16253, 6353, 778, 460, 171, 134, 34, 11, 2, 6, 6, 3, 1, 1, 20, 1]",4500,1575,1575,3600,40,11370,1,24,Prototype Cloaking Device I Blueprint
13002,"[11458, 9836, 3814, 11458, 9836, 3814, 11399, 11554, 9838, 530, 11539, 11482, 11458, 3812]","[1, 2, 4, 1, 3, 5, 6, 15, 8, 1, 8, 1, 1, 25]",2340,819,819,1872,10,13001,1,14,Small Energy Nosferatu II Blueprint
13004,"[11458, 9836, 3814, 9836, 3814, 11554, 9838, 11539, 533, 3812]","[1, 1, 3, 2, 2, 15, 8, 8, 1, 20]",2340,819,819,1872,10,13003,1,10,Small Energy Neutralizer II Blueprint
13203,"[34, 35, 36, 37, 38, 39, 40]","[8192044, 2048771, 513478, 128129, 31986, 15178, 4674]",18000,6300,6300,14400,10,13202,1,7,Megathron Federate Issue Blueprint
13321,"[40, 34, 35, 38, 39]","[18, 92, 1007, 7, 4]",2700,945,945,2160,60,13320,1,5,Cruise Missile Launcher I Blueprint
15509,"[34, 35, 36, 39]","[2631, 542, 113, 4]",600,210,210,480,300,15508,1,4,Vespa I Blueprint
15511,"[34, 35, 36, 37, 38]","[2724, 300, 187, 4, 4]",600,210,210,480,300,15510,1,5,Valkyrie I Blueprint
15676,"[34, 35, 36, 37, 38]","[2398, 466, 179, 1, 4]",900,315,315,720,200,15675,1,5,Caldari Navy Co-Processor Blueprint
15678,"[34, 35, 36, 37, 38]","[2398, 466, 179, 1, 4]",900,315,315,720,200,15677,1,5,Federation Navy Co-Processor Blueprint
15682,"[40, 34, 36, 37, 39]","[4, 1351, 636, 4, 14]",900,315,315,720,200,15681,1,5,Caldari Navy Ballistic Control System Blueprint
15684,"[40, 34, 36, 37, 39]","[4, 1351, 636, 4, 14]",900,315,315,720,200,15683,1,5,Republic Fleet Ballistic Control System Blueprint
15686,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15685,1,4,Imperial Navy Thermal Coating Blueprint
15688,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15687,1,4,Imperial Navy EM Coating Blueprint
15690,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15689,1,4,Imperial Navy Explosive Coating Blueprint
15692,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15691,1,4,Imperial Navy Kinetic Coating Blueprint
15694,"[34, 35, 36]","[896, 698, 29]",900,315,315,720,200,15693,1,3,Imperial Navy Multispectrum Coating Blueprint
15696,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15695,1,4,Republic Fleet Thermal Coating Blueprint
15698,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15697,1,4,Republic Fleet EM Coating Blueprint
15700,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15699,1,4,Republic Fleet Explosive Coating Blueprint
15702,"[34, 35, 36, 37]","[666, 502, 1, 1]",900,315,315,720,200,15701,1,4,Republic Fleet Kinetic Coating Blueprint
15704,"[34, 35, 36]","[896, 698, 29]",900,315,315,720,200,15703,1,3,Republic Fleet Multispectrum Coating Blueprint
15706,"[34, 35, 36, 37, 38]","[30893, 24221, 570, 18, 3]",900,315,315,720,200,15705,1,5,Imperial Navy Thermal Armor Hardener Blueprint
15708,"[40, 34, 35, 37, 38]","[2, 38342, 30481, 2, 7]",900,315,315,720,200,15707,1,5,Imperial Navy Kinetic Armor Hardener Blueprint
15710,"[34, 35, 37, 38, 39, 40]","[44036, 33816, 94, 13, 2, 2]",900,315,315,720,200,15709,1,6,Imperial Navy Explosive Armor Hardener Blueprint
15712,"[34, 35, 38, 39]","[25649, 20583, 3, 4]",900,315,315,720,200,15711,1,4,Imperial Navy EM Armor Hardener Blueprint
15714,"[34, 35, 36, 37, 38]","[30893, 24221, 570, 18, 3]",900,315,315,720,200,15713,1,5,Republic Fleet Thermal Armor Hardener Blueprint
15716,"[40, 34, 35, 37, 38]","[2, 38342, 30481, 2, 7]",900,315,315,720,200,15715,1,5,Republic Fleet Kinetic Armor Hardener Blueprint
15718,"[34, 35, 37, 38, 39, 40]","[44036, 33816, 94, 13, 2, 2]",900,315,315,720,200,15717,1,6,Republic Fleet Explosive Armor Hardener Blueprint
15720,"[34, 35, 38, 39]","[25649, 20583, 3, 4]",900,315,315,720,200,15719,1,4,Republic Fleet EM Armor Hardener Blueprint
15722,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15721,1,5,Imperial Navy Thermal Energized Membrane Blueprint
15724,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15723,1,5,Imperial Navy EM Energized Membrane Blueprint
15726,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15725,1,5,Imperial Navy Explosive Energized Membrane Blueprint
15728,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15727,1,5,Imperial Navy Kinetic Energized Membrane Blueprint
15730,"[40, 34, 35, 36, 39]","[2, 6013, 4514, 1612, 2]",900,315,315,720,200,15729,1,5,Imperial Navy Multispectrum Energized Membrane Blueprint
15732,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15731,1,5,Federation Navy Thermal Energized Membrane Blueprint
15734,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15733,1,5,Federation Navy EM Energized Membrane Blueprint
15736,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15735,1,5,Federation Navy Explosive Energized Membrane Blueprint
15738,"[40, 34, 35, 36, 38]","[2, 10178, 6494, 7, 3]",900,315,315,720,200,15737,1,5,Federation Navy Kinetic Energized Membrane Blueprint
15740,"[40, 34, 35, 36, 39]","[2, 6013, 4514, 1612, 2]",900,315,315,720,200,15739,1,5,Federation Navy Multispectrum Energized Membrane Blueprint
15748,"[34, 35, 36, 37, 38]","[3967, 2131, 229, 13, 2]",900,315,315,720,200,15747,1,5,Republic Fleet 5MN Microwarpdrive Blueprint
15750,"[34, 35, 36, 38]","[708, 643, 1, 1]",900,315,315,720,200,15749,1,4,Republic Fleet 1MN Afterburner Blueprint
15752,"[34, 35, 36, 37, 38, 39, 40]","[17367, 14709, 68, 1, 1, 2, 4]",1800,630,630,1440,100,15751,1,7,Republic Fleet 50MN Microwarpdrive Blueprint
15754,"[34, 35, 36, 37]","[3818, 3477, 3, 2]",1800,630,630,1440,100,15753,1,4,Republic Fleet 10MN Afterburner Blueprint
15756,"[34, 35, 36, 37, 38, 39, 40]","[63753, 16381, 4321, 1006, 308, 112, 20]",2700,945,945,2160,60,15755,1,7,Republic Fleet 500MN Microwarpdrive Blueprint
15758,"[34, 35, 36, 37, 38, 39, 40]","[19884, 8922, 1113, 49, 24, 4, 2]",2700,945,945,2160,60,15757,1,7,Republic Fleet 100MN Afterburner Blueprint
15760,"[34, 35, 36, 37, 38]","[3967, 2131, 229, 13, 2]",900,315,315,720,200,15759,1,5,Federation Navy 5MN Microwarpdrive Blueprint
15762,"[34, 35, 36, 38]","[708, 643, 1, 1]",900,315,315,720,200,15761,1,4,Federation Navy 1MN Afterburner Blueprint
15765,"[34, 35, 36, 37, 38, 39, 40]","[17367, 14709, 68, 1, 1, 2, 4]",1800,630,630,1440,100,15764,1,7,Federation Navy 50MN Microwarpdrive Blueprint
15767,"[34, 35, 36, 37]","[3818, 3477, 3, 2]",1800,630,630,1440,100,15766,1,4,Federation Navy 10MN Afterburner Blueprint
15769,"[34, 35, 36, 37, 38, 39, 40]","[63753, 16381, 4321, 1006, 308, 112, 20]",2700,945,945,2160,60,15768,1,7,Federation Navy 500MN Microwarpdrive Blueprint
15771,"[34, 35, 36, 37, 38, 39, 40]","[19884, 8922, 1113, 49, 24, 4, 2]",2700,945,945,2160,60,15770,1,7,Federation Navy 100MN Afterburner Blueprint
15773,"[40, 34, 38]","[2, 277, 6]",900,315,315,720,200,15772,1,3,Ammatar Navy Small Capacitor Booster Blueprint
15777,"[40, 34, 35, 36, 39]","[2, 242, 148, 569, 2]",1800,630,630,1440,100,15776,1,5,Ammatar Navy Medium Capacitor Booster Blueprint
15779,"[34, 35, 36, 37, 38]","[1677, 561, 488, 404, 6]",2700,945,945,2160,60,15778,1,5,Ammatar Navy Heavy Capacitor Booster Blueprint
15781,"[40, 34, 38]","[2, 277, 6]",900,315,315,720,200,15780,1,3,Imperial Navy Small Capacitor Booster Blueprint
15785,"[40, 34, 35, 36, 39]","[2, 242, 148, 569, 2]",1800,630,630,1440,100,15784,1,5,Imperial Navy Medium Capacitor Booster Blueprint
15787,"[34, 35, 36, 37, 38]","[1677, 561, 488, 404, 6]",2700,945,945,2160,60,15786,1,5,Imperial Navy Heavy Capacitor Booster Blueprint
15789,"[40, 34, 35, 36]","[2, 763, 321, 412]",1800,630,630,1440,100,15788,1,4,Ammatar Navy Cap Recharger Blueprint
15791,"[34, 35, 36, 37, 38, 39, 40]","[16253, 6353, 778, 460, 171, 134, 34]",4500,1575,1575,3600,40,15790,1,7,Caldari Navy Cloaking Device Blueprint
15793,"[40, 34]","[2, 949]",1800,630,630,1440,100,15792,1,2,Federation Navy Tracking Computer Blueprint
15795,"[34, 35, 36, 37, 39, 40]","[520, 39, 198, 96, 2, 2]",900,315,315,720,200,15794,1,6,Ammatar Navy Small Energy Neutralizer Blueprint
15797,"[34, 35, 36, 37, 39, 40]","[1484, 211, 397, 198, 40, 6]",1800,630,630,1440,100,15796,1,6,Ammatar Navy Medium Energy Neutralizer Blueprint
15799,"[34, 35, 36, 37, 39, 40]","[1486, 1486, 1486, 1486, 100, 48]",2700,945,945,2160,60,15798,1,6,Ammatar Navy Heavy Energy Neutralizer Blueprint
15801,"[34, 35, 36, 37, 39, 40]","[520, 39, 198, 96, 2, 2]",900,315,315,720,200,15800,1,6,Imperial Navy Small Energy Neutralizer Blueprint
15803,"[34, 35, 36, 37, 39, 40]","[1484, 211, 397, 198, 40, 6]",1800,630,630,1440,100,15802,1,6,Imperial Navy Medium Energy Neutralizer Blueprint
15805,"[34, 35, 36, 37, 39, 40]","[1486, 1486, 1486, 1486, 100, 48]",2700,945,945,2160,60,15804,1,6,Imperial Navy Heavy Energy Neutralizer Blueprint
15807,"[34, 35, 36, 37, 39]","[773, 491, 518, 3, 4]",900,315,315,720,200,15806,1,5,Republic Fleet Gyrostabilizer Blueprint
15809,"[40, 34, 36, 37, 39]","[2, 676, 318, 2, 6]",900,315,315,720,200,15808,1,5,Ammatar Navy Heat Sink Blueprint
15811,"[40, 34, 36, 37, 39]","[2, 676, 318, 2, 6]",900,315,315,720,200,15810,1,5,Imperial Navy Heat Sink Blueprint
15819,"[34, 35, 36, 37, 38, 39, 40]","[77413, 19793, 5731, 1206, 343, 206, 18]",2700,945,945,2160,60,15818,1,7,Caldari Navy 350mm Railgun Blueprint
15822,"[34, 35, 36, 37, 38, 39]","[4600, 1583, 1167, 63, 50, 18]",1800,630,630,1440,100,15821,1,6,Caldari Navy 200mm Railgun Blueprint
15839,"[34, 35, 36, 37, 38, 39, 40]","[77413, 19793, 5731, 1206, 343, 206, 18]",2700,945,945,2160,60,15838,1,7,Federation Navy 350mm Railgun Blueprint
15842,"[34, 35, 36, 37, 38, 39]","[4600, 1583, 1167, 63, 50, 18]",1800,630,630,1440,100,15841,1,6,Federation Navy 200mm Railgun Blueprint
15876,"[40, 34, 35, 36, 37]","[2, 2093, 1532, 22, 138]",900,315,315,720,200,15875,1,5,Ammatar Navy Small Energy Nosferatu Blueprint
15878,"[40, 34, 35, 36, 37]","[24, 4547, 3208, 274, 592]",1800,630,630,1440,100,15877,1,5,Ammatar Navy Medium Energy Nosferatu Blueprint
15880,"[40, 34, 35, 36, 37]","[138, 12169, 6778, 1099, 3276]",2700,945,945,2160,60,15879,1,5,Ammatar Navy Heavy Energy Nosferatu Blueprint
15882,"[40, 34, 35, 36, 37]","[2, 2093, 1532, 22, 138]",900,315,315,720,200,15881,1,5,Imperial Navy Small Energy Nosferatu Blueprint
15884,"[40, 34, 35, 36, 37]","[24, 4547, 3208, 274, 592]",1800,630,630,1440,100,15883,1,5,Imperial Navy Medium Energy Nosferatu Blueprint
15886,"[40, 34, 35, 36, 37, 11458, 3812]","[138, 12169, 6778, 1099, 3276, 1, 55]",2700,945,945,2160,60,15885,1,7,Imperial Navy Heavy Energy Nosferatu Blueprint
15888,"[34, 35, 36, 37, 39]","[502, 297, 334, 197, 4]",1800,630,630,1440,100,15887,1,5,Caldari Navy Warp Scrambler Blueprint
15890,"[34, 35, 36, 37, 39]","[502, 297, 334, 197, 4]",1800,630,630,1440,100,15889,1,5,Caldari Navy Warp Disruptor Blueprint
15892,"[34, 35, 36, 37, 39]","[502, 297, 334, 197, 4]",1800,630,630,1440,100,15891,1,5,Republic Fleet Warp Disruptor Blueprint
15894,"[34, 35, 36, 37, 39]","[502, 297, 334, 197, 4]",1800,630,630,1440,100,15893,1,5,Republic Fleet Warp Scrambler Blueprint
15896,"[34, 35]","[8050, 1459]",900,315,315,720,200,15895,1,2,Federation Navy Magnetic Field Stabilizer Blueprint
15906,"[40, 35, 36, 38]","[34, 23700, 574, 87]",1800,630,630,1440,100,15905,1,4,Caldari Navy Shield Boost Amplifier Blueprint
15908,"[40, 35, 36, 38]","[34, 23700, 574, 87]",1800,630,630,1440,100,15907,1,4,Republic Fleet Shield Boost Amplifier Blueprint
15910,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15909,1,2,Caldari Navy EM Shield Amplifier Blueprint
15912,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15911,1,2,Caldari Navy Kinetic Shield Amplifier Blueprint
15914,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15913,1,2,Caldari Navy Thermal Shield Amplifier Blueprint
15916,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15915,1,2,Caldari Navy Explosive Shield Amplifier Blueprint
15918,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15917,1,2,Republic Fleet EM Shield Amplifier Blueprint
15920,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15919,1,2,Republic Fleet Kinetic Shield Amplifier Blueprint
15922,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15921,1,2,Republic Fleet Thermal Shield Amplifier Blueprint
15924,"[34, 35]","[2106, 2077]",1800,630,630,1440,100,15923,1,2,Republic Fleet Explosive Shield Amplifier Blueprint
15926,"[40, 34, 35, 38]","[2, 6057, 4042, 3]",900,315,315,720,200,15925,1,4,Caldari Navy Small Graviton Smartbomb Blueprint
15928,"[34, 35, 36, 39]","[2953, 944, 202, 2]",900,315,315,720,200,15927,1,4,Caldari Navy Micro Graviton Smartbomb Blueprint
15930,"[34, 35, 36]","[15541, 1318, 67]",1800,630,630,1440,100,15929,1,3,Caldari Navy Medium Graviton Smartbomb Blueprint
15932,"[34, 35]","[40236, 33343]",2700,945,945,2160,60,15931,1,2,Caldari Navy Large Graviton Smartbomb Blueprint
15936,"[40, 34, 35, 38]","[2, 6057, 4042, 3]",900,315,315,720,200,15935,1,4,Republic Fleet Small Proton Smartbomb Blueprint
15938,"[34, 35, 36]","[15541, 1318, 67]",1800,630,630,1440,100,15937,1,3,Republic Fleet Medium Proton Smartbomb Blueprint
15940,"[34, 35]","[40236, 33343]",2700,945,945,2160,60,15939,1,2,Republic Fleet Large Proton Smartbomb Blueprint
15942,"[40, 34, 35, 38]","[2, 6057, 4042, 3]",900,315,315,720,200,15941,1,4,Ammatar Navy Small EMP Smartbomb Blueprint
15946,"[34, 35, 36]","[15541, 1318, 67]",1800,630,630,1440,100,15945,1,3,Ammatar Navy Medium EMP Smartbomb Blueprint
15948,"[34, 35]","[40236, 33343]",2700,945,945,2160,60,15947,1,2,Ammatar Navy Large EMP Smartbomb Blueprint
15950,"[40, 34, 35, 38]","[4, 6057, 4042, 3]",900,315,315,720,200,15949,1,4,Federation Navy Small Plasma Smartbomb Blueprint
15954,"[34, 35, 36]","[15541, 1318, 67]",1800,630,630,1440,100,15953,1,3,Federation Navy Medium Plasma Smartbomb Blueprint
15956,"[34, 35]","[40236, 33343]",2700,945,945,2160,60,15955,1,2,Federation Navy Large Plasma Smartbomb Blueprint
15958,"[40, 34, 35, 38]","[2, 6057, 4042, 3]",900,315,315,720,200,15957,1,4,Imperial Navy Small EMP Smartbomb Blueprint
15960,"[34, 35, 36, 39]","[2953, 944, 202, 2]",900,315,315,720,200,15959,1,4,Imperial Navy Micro EMP Smartbomb Blueprint
15962,"[34, 35, 36]","[15541, 1318, 67]",1800,630,630,1440,100,15961,1,3,Imperial Navy Medium EMP Smartbomb Blueprint
15964,"[34, 35]","[40236, 33343]",2700,945,945,2160,60,15963,1,2,Imperial Navy Large EMP Smartbomb Blueprint
15966,"[34, 35, 36, 37, 38]","[538, 88, 369, 1, 4]",900,315,315,720,200,15965,1,5,Republic Fleet Tracking Enhancer Blueprint
15968,"[34, 35, 36, 37]","[3814, 3163, 3, 2]",1800,630,630,1440,100,15967,1,4,Federation Navy Remote Tracking Computer  Blueprint
16029,"[9836, 11461, 3814, 9836, 11461, 3814, 11399, 496, 9848, 11691, 11486, 3812, 11461]","[2, 1, 3, 2, 1, 3, 35, 1, 5, 33, 1, 10, 1]",7020,2457,2457,5616,10,2929,1,13,800mm Repeating Cannon II Blueprint
16032,"[9836, 11461, 3814, 9836, 11461, 3814, 485, 11399, 9848, 11691, 11486, 3812, 11461]","[3, 1, 5, 1, 1, 1, 1, 3, 1, 6, 1, 10, 1]",2340,819,819,1872,10,2881,1,13,150mm Light AutoCannon II Blueprint
16063,"[40, 34, 35, 38, 39]","[22, 122, 1342, 9, 4]",2700,945,945,2160,60,16062,1,5,Caldari Navy Cruise Missile Launcher Blueprint
16066,"[34, 35]","[556, 278]",900,315,315,720,200,16065,1,2,Caldari Navy Rocket Launcher Blueprint
16228,"[34, 35, 36, 37, 38, 39, 40]","[2800000, 1000000, 180000, 20000, 8000, 2000, 400]",15000,5250,5250,12000,10,16227,1,7,Ferox Blueprint
16230,"[34, 35, 36, 37, 38, 39, 40]","[2800000, 1000000, 180000, 20000, 8000, 2000, 400]",15000,5250,5250,12000,10,16229,1,7,Brutix Blueprint
16232,"[34, 35, 36, 37, 38, 39, 40]","[2800000, 1000000, 180000, 20000, 8000, 2000, 400]",15000,5250,5250,12000,10,16231,1,7,Cyclone Blueprint
16234,"[34, 35, 36, 37, 38, 39, 40]","[2800000, 1000000, 180000, 20000, 8000, 2000, 400]",15000,5250,5250,12000,10,16233,1,7,Prophecy Blueprint
