id,blueprint_id,volume,name
17841,17842,16500.0,Federation Navy Comet
17843,17844,112000.0,Vexor Navy Issue
17857,17858,0.3,Mjolnir XL Torpedo
17859,17860,0.3,Scourge XL Torpedo
17861,17862,0.3,Inferno XL Torpedo
17863,17864,0.3,Nova XL Torpedo
17887,0,0.03,Oxygen Isotopes
17888,0,0.03,Nitrogen Isotopes
17889,0,0.03,Hydrogen Isotopes
17893,0,0.01,High-Tech Data Chip
17894,0,0.01,High-Tech Scanner
17895,0,0.01,High-Tech Manufacturing Tools
17898,0,6.0,High-Tech Transmitters
17912,17913,5.0,Modulated Strip Miner II
17918,17919,486000.0,Rattlesnake
17920,17921,486000.0,Bhaalgorn
17922,17923,118000.0,Ashimmu
17924,17925,28600.0,Succubus
17926,17927,28600.0,Cruor
17928,17929,26500.0,Daredevil
17930,17931,16500.0,Worm
17932,17933,27289.0,Dramiel
17938,17939,5.0,Core Probe Launcher I
17959,46183,0.2,Vanadium Hafnite
17960,46184,0.2,Prometium
17982,2744,4000.0,Coupling Array
18054,18055,6.0,Mercoxit Asteroid Mining Crystal Type A I
18068,18069,5.0,Modulated Deep Core Miner II
18608,18609,10.0,Mercoxit Asteroid Mining Crystal Type A II
18626,32839,5.0,Quest Survey Probe I
18635,32854,10.0,Discovery Survey Probe I
18637,32855,5.0,Gaze Survey Probe I
18639,18640,5.0,Expanded Probe Launcher I
19470,2765,6000.0,Intensive Reprocessing Array
19720,19721,18500000.0,Revelation
19722,19723,15500000.0,Naglfar
19724,19725,17550000.0,Moros
19726,19727,16250000.0,Phoenix
19739,19740,20.0,Cruise Missile Launcher II
19744,19745,230000.0,Sigil
19806,19807,5.0,Target Painter II
20059,2775,4000.0,Amarr Control Tower Medium
20060,2776,2000.0,Amarr Control Tower Small
20061,2778,4000.0,Caldari Control Tower Medium
20062,2779,2000.0,Caldari Control Tower Small
20063,2781,4000.0,Gallente Control Tower Medium
20064,2782,2000.0,Gallente Control Tower Small
20065,2784,4000.0,Minmatar Control Tower Medium
20066,2785,2000.0,Minmatar Control Tower Small
20110,0,1.0,Sleeper Foundation Block
20114,0,0.1,Datacore - Propulsion Subsystems Engineering
20115,0,0.1,Datacore - Core Subsystems Engineering
20125,20126,120000.0,Curse
20138,26759,10.0,Heavy Assault Missile Launcher I
20171,0,0.1,Datacore - Hydromagnetic Physics
20172,0,0.1,Datacore - Minmatar Starship Engineering
20175,2797,4000.0,Simple Reactor Array
20183,20184,18500000.0,Providence
20185,20186,16250000.0,Charon
20187,20188,17550000.0,Obelisk
20189,20190,15500000.0,Fenrir
20280,20281,4000.0,Siege Module I
20306,26760,0.015,Mjolnir Heavy Assault Missile
20307,26762,0.015,Scourge Heavy Assault Missile
20308,26761,0.015,Inferno Heavy Assault Missile
20345,20346,5.0,100mm Steel Plates II
20347,20348,10.0,200mm Steel Plates II
20349,20350,10.0,400mm Steel Plates II
20351,20352,20.0,800mm Steel Plates II
20353,20354,20.0,1600mm Steel Plates II
20410,0,0.1,Datacore - Gallentean Starship Engineering
20411,0,0.1,Datacore - High Energy Physics
20412,0,0.1,Datacore - Plasma Physics
20413,0,0.1,Datacore - Laser Physics
20414,0,0.1,Datacore - Quantum Physics
20415,0,0.1,Datacore - Molecular Engineering
20416,0,0.1,Datacore - Nanite Engineering
20417,0,0.1,Datacore - Electromagnetic Physics
20418,0,0.1,Datacore - Electronic Engineering
20419,0,0.1,Datacore - Graviton Physics
20420,0,0.1,Datacore - Rocket Science
20421,0,0.1,Datacore - Amarrian Starship Engineering
20423,0,0.1,Datacore - Nuclear Physics
20424,0,0.1,Datacore - Mechanical Engineering
20425,0,0.1,Datacore - Offensive Subsystems Engineering
20444,20445,4000.0,Dual Giga Pulse Laser I
20446,20447,4000.0,Dual Giga Beam Laser I
20448,20449,4000.0,Dual 1000mm Railgun I
20450,20451,4000.0,Ion Siege Blaster I
20452,20453,4000.0,Hexa 2500mm Repeating Cannon I
20454,20455,4000.0,Quad 3500mm Siege Artillery I
20539,20540,4000.0,XL Torpedo Launcher I
20555,20556,5.0,Small 'Siesta' Capacitor Booster
20557,20558,10.0,Medium 'Gattotte' Capacitor Booster
20559,20560,20.0,Heavy 'Brave' Capacitor Booster
20561,20562,100.0,Prototype 'Poncho' Cloaking Device I
20563,20564,100.0,'Smokescreen' Covert Ops Cloaking Device II
20565,20566,100.0,Improved 'Guise' Cloaking Device II
20567,20568,5.0,'Dyad' Co-Processor I
20569,20570,5.0,'Deuce' Co-Processor I
20573,20574,5.0,'Marshall' Magnetometric ECM
20575,20576,5.0,'Gambler' Ladar ECM
20577,20578,5.0,'Plunderer' Gravimetric ECM
20579,20580,5.0,'Heist' Radar ECM
20581,20582,5.0,'Ghost' Burst Jammer
20587,20588,5.0,150mm 'Musket' Railgun
20589,20590,10.0,250mm 'Flintlock' Railgun
20591,20592,20.0,425mm 'Popper' Railgun
20593,20594,5.0,'Balefire' Rocket Launcher
20595,20596,5.0,'Gallows' Light Missile Launcher
20597,20598,10.0,'Pickaxe' Rapid Light Missile Launcher
20599,20600,10.0,'Undertaker' Heavy Missile Launcher
20601,20602,20.0,'Noose' Cruise Missile Launcher
20603,20604,20.0,'Barrage' Torpedo Launcher
20605,20606,5.0,'Whiskey' Explosive Shield Amplifier
20607,20608,5.0,'High Noon' Thermal Shield Amplifier
20609,20610,5.0,'Cactus' Modified Kinetic Shield Amplifier
20611,20612,5.0,'Prospector' EM Shield Amplifier
20613,20614,5.0,'Glycerine' Shield Boost Amplifier
20617,20618,5.0,Small 'Settler' Shield Booster
20619,20620,10.0,Medium 'Lone Ranger' Shield Booster
20621,20622,25.0,Large 'Outlaw' Shield Booster
20623,20624,50.0,X-Large 'Locomotive' Shield Booster
20625,20626,5.0,Small 'Wolf' Shield Extender
20629,20630,10.0,Medium 'Canyon' Shield Extender
20631,20632,20.0,Large 'Sheriff' Shield Extender
20633,20634,5.0,'Nugget' Kinetic Shield Hardener
20635,20636,5.0,'Desert Heat' Thermal Shield Hardener
20637,20638,5.0,'Posse' Multispectrum Shield Hardener
20639,20640,5.0,'Poacher' EM Shield Hardener
20641,20642,5.0,'Snake Eyes' Explosive Shield Hardener
20701,20702,4000.0,Capital Armor Repairer I
20703,20704,4000.0,Capital Shield Booster I
21009,21010,10000.0,Capital Propulsion Engine
21011,21012,10000.0,Capital Turret Hardpoint
21013,21014,10000.0,Capital Sensor Cluster
21017,21018,10000.0,Capital Armor Plates
21019,21020,10000.0,Capital Capacitor Battery
21021,21022,10000.0,Capital Power Generator
21023,21024,10000.0,Capital Shield Emitter
21025,21026,10000.0,Capital Jump Drive
21027,21028,10000.0,Capital Cargo Bay
21029,21030,10000.0,Capital Drone Bay
21035,21036,10000.0,Capital Computer System
21037,21038,10000.0,Capital Construction Parts
21039,21040,10000.0,Capital Siege Array
21041,21042,10000.0,Capital Launcher Hardpoint
21073,0,1.0,Sleeper Split Cables
21074,0,1.0,Talocan Sketch Books
21075,0,1.0,Talocan Molecule Binder
21076,0,0.1,Talocan Stasis Inverter
21077,0,1.0,Talocan Info Shards
21078,0,1.0,Talocan Reflective Sheets
21079,0,0.1,Talocan Perpetual Clock
21080,0,0.1,Talocan Solid Atomizer
21081,0,1.0,Talocan Mechanical Gears
21082,0,0.1,Talocan System Interface Unit
21084,0,1.0,Talocan Mathematical Schematics
21085,0,1.0,Talocan Automation Accounts
21086,0,1.0,Talocan Partition Plates
21087,0,1.0,Talocan Intricate Formulas
21088,0,0.1,Talocan Stasis Deflector
21089,0,1.0,Talocan Ignition Device
21096,21604,50.0,Cynosural Field Generator I
21470,21471,5.0,1MN Analog Booster Afterburner
21472,21473,5.0,10MN Analog Booster Afterburner
21474,21475,5.0,100MN Analog Booster Afterburner
21476,21477,10.0,5MN Digital Booster Microwarpdrive
21478,21479,10.0,50MN Digital Booster Microwarpdrive
21480,21481,10.0,500MN Digital Booster Microwarpdrive
21484,21485,5.0,'Full Duplex' Ballistic Control System
21486,21487,5.0,'Kindred' Gyrostabilizer
21491,21492,5.0,Synthetic Hull Conversion Overdrive Injector
21493,21494,5.0,Limited Expanded 'Archiver' Cargo
21496,21497,5.0,Synthetic Hull Conversion Reinforced Bulkheads
21498,21499,5.0,Synthetic Hull Conversion Inertia Stabilizers
21500,21501,5.0,Synthetic Hull Conversion Nanofiber Structure
21504,21505,5.0,Small 'Integrative' Hull Repair Unit
21506,21507,10.0,Medium 'Integrative' Hull Repair Unit
21508,21509,50.0,Large 'Integrative' Hull Repair Unit
21510,21511,5.0,'Interruptive' Warp Disruptor
21512,21513,5.0,'Delineative' Warp Scrambler
21527,21528,20.0,'Firewall' Signal Amplifier
21534,21535,2.5,Small Degenerative Concussion Bomb I
21536,21537,10.0,Medium Degenerative Concussion Bomb I
21538,21539,50.0,Large Degenerative Concussion Bomb I
21540,21541,5.0,'Inception' Target Painter
21542,21543,5.0,N-1 Neon Type Rocket Bay
21545,21546,5.0,200mm Light 'Jolt' Autocannon I
21547,21548,5.0,250mm Light 'Jolt' Artillery I
21549,21550,5.0,280mm 'Jolt' Artillery I
21551,21552,10.0,425mm Medium 'Jolt' Autocannon I
21553,21554,10.0,650mm Medium 'Jolt' Artillery I
21555,21556,10.0,720mm 'Jolt' Artillery I
21557,21558,20.0,800mm Heavy 'Jolt' Repeating Cannon I
21559,21560,20.0,1200mm Heavy 'Jolt' Artillery I
21561,21562,20.0,1400mm 'Jolt' Artillery I
21568,0,1.0,Sleeper Data Interface Protocol
21569,0,1.0,Sleeper Profound Research Notes
21570,0,1.0,Sleeper Manuscripts
21571,0,1.0,Sleeper Technical Schematics
21572,0,1.0,Sleeper Data Crystals
21584,0,1.0,Sleeper Micro Circuits
21585,0,1.0,Sleeper Cryo Batteries
21586,0,1.0,Sleeper Virtual Energizer
21587,0,0.1,Electronic Link
21588,0,0.1,Spare Parts
21589,0,0.1,Power Couplings
21590,0,0.1,Armor Blocks
21591,0,0.1,Computer Chips
21592,0,0.1,Electric Conduit
21593,0,0.1,Mechanic Parts
21594,0,0.1,Energy Cells
21595,0,0.1,Construction Alloy
21596,0,0.1,Data Processor
21638,21639,10.0,Vespa II
21640,21641,10.0,Valkyrie II
21719,0,0.1,Sleeper Hyperbooster
21720,0,0.1,Sleeper Thermal Regulator
21721,0,0.1,Sleeper Heat Nullifying Coil
21722,0,0.1,Sleeper Nanite Cluster
21723,0,0.1,Sleeper Reintegration Control
21724,0,0.1,Guristas Heavy Weapon Console
21725,0,0.1,Guristas Medium Weapon Console
21726,0,0.1,Guristas Light Weapon Console
21727,0,0.1,Guristas Gravity Focuser
21728,0,0.1,Guristas Graviton Hardening
21729,0,0.1,Angel Advanced Trigger Mechanism
21730,0,0.1,Angel Standard Trigger Mechanism
21731,0,0.1,Angel Simple Trigger Mechanism
21732,0,0.1,Angel Spatial Analyzer
21733,0,0.1,Angel Dynamic Calibrator
21815,0,0.01,Elite Drone AI
21853,21854,5.0,Civilian Armor Repairer
21855,21856,5.0,Civilian Expanded Cargohold
21857,21858,5.0,1MN Civilian Afterburner
21867,21868,0.015,Nova Heavy Assault Missile
21947,21948,3000.0,Structure Construction Parts
21949,21950,3000.0,Structure Hangar Array
21951,21952,3000.0,Structure Storage Bay
21953,21954,3000.0,Structure Laboratory
21955,21956,3000.0,Structure Factory
21957,21958,3000.0,Structure Repair Facility
21959,21960,3000.0,Structure Reprocessing Plant
21961,21962,3000.0,Structure Docking Bay
21963,21964,3000.0,Structure Market Network
21965,21966,3000.0,Structure Medical Center
21967,21968,3000.0,Structure Office Center
21969,21970,3000.0,Structure Mission Network
22175,22176,5.0,Data Analyzer I
22177,22178,5.0,Relic Analyzer I
22229,22230,5.0,Ice Harvester II
22291,22292,5.0,Ballistic Control System II
22428,22429,486000.0,Redeemer
22430,22431,454500.0,Sin
22436,22437,468000.0,Widow
22440,22441,414000.0,Panther
22442,22443,270000.0,Eos
22444,22445,216000.0,Sleipnir
22446,22447,252000.0,Vulture
22448,22449,234000.0,Absolution
22452,22453,47000.0,Heretic
22456,22457,43000.0,Sabre
22460,22461,55000.0,Eris
22464,22465,52000.0,Flycatcher
22466,22467,270000.0,Astarte
22468,22469,216000.0,Claymore
22470,22471,252000.0,Nighthawk
22474,22475,234000.0,Damnation
22542,22543,5.0,Mining Laser Upgrade I
22544,22545,150000.0,Hulk
22546,22547,150000.0,Skiff
22548,22549,150000.0,Mackinaw
22553,22554,60.0,Mining Foreman Link - Harvester Capacitor Efficiency I
22555,22556,60.0,Mining Foreman Link - Mining Laser Field Enhancement I
22557,22558,60.0,Mining Foreman Link - Laser Optimization I
22572,22573,25.0,Praetor EV-900
22576,22577,5.0,Ice Harvester Upgrade I
22634,2793,4000.0,Medium Biochemical Reactor Array
22765,22766,25.0,Heavy Shield Maintenance Bot I
22778,22779,5.0,Warp Disrupt Probe
22782,22783,50.0,Interdiction Sphere Launcher I
22852,22853,51000000.0,Hel
22875,22876,5.0,'Aura' Warp Core Stabilizer I
22877,22878,5.0,'Natura' Warp Core Stabilizer I
22879,22880,5.0,'Pilfer' Multispectrum Energized Membrane
22881,22882,5.0,'Moonshine' Thermal Energized Membrane
22883,22884,5.0,'Mafia' Kinetic Energized Membrane
22887,22888,5.0,'Harmony' Small Armor Repairer I
22889,22890,10.0,'Meditation' Medium Armor Repairer I
22891,22892,50.0,'Protest' Large Armor Repairer I
22895,22896,5.0,'Shady' Sensor Booster
22899,22900,5.0,'Corporate' Light Electron Blaster I
22901,22902,5.0,'Dealer' Light Ion Blaster I
22905,22906,10.0,'Slither' Heavy Electron Blaster I
22907,22908,10.0,'Hooligan' Heavy Ion Blaster I
22909,22910,10.0,'Hustler' Heavy Neutron Blaster I
22911,22912,20.0,'Swindler' Electron Blaster Cannon I
22913,22914,20.0,'Felon' Ion Blaster Cannon I
22915,22916,20.0,'Underhand' Neutron Blaster Cannon I
22919,22920,5.0,'Monopoly' Magnetic Field Stabilizer
22923,22924,5.0,'Wild' Miner I
22925,22926,5.0,'Bootleg' Remote Sensor Booster
22929,22930,5.0,'Marketeer' Tracking Computer
22931,22932,5.0,'Distributor' Guidance Disruptor
22933,22934,5.0,'Investor' Tracking Disruptor I
22937,22938,5.0,'Enterprise' Remote Tracking Computer
22945,22946,5.0,'Executive' Remote Sensor Dampener
22947,22948,5.0,'Beatnik' Small Remote Armor Repairer
22949,22950,10.0,'Love' Medium Remote Armor Repairer
22953,22954,5.0,'Cartel' Power Diagnostic System I
23055,23056,1000.0,Templar I
23057,23058,1000.0,Dragonfly I
23059,23060,1000.0,Firbolg I
23061,23062,1000.0,Einherji I
23128,0,0.1,Yan Jung Crystal Cylinder
23129,0,0.1,Yan Jung Paradox Box
23130,0,0.1,Yan Jung Thunder Kite
23131,0,0.1,Yan Jung Void Machine
23132,0,0.1,Yan Jung Tachyon Stetoscope
23133,0,0.1,Takmahl Phrenic Appendix
23134,0,0.1,Takmahl Dynamic Gauge
23135,0,0.1,Takmahl Gyro Ballast
23136,0,0.1,Takmahl Biodroid Controller
23137,0,0.1,Takmahl Quantum Sphere
23138,0,1.0,Yan Jung Null Shell
23139,0,1.0,Yan Jung Glass Scale
23140,0,1.0,Yan Jung Plenary Wire
23141,0,1.0,Yan Jung Silk Armor
23142,0,1.0,Yan Jung Nano Fabric
23143,0,1.0,Takmahl Diamond Rod
23144,0,1.0,Takmahl Cohere Cord
23145,0,1.0,Takmahl Solid Mox
23146,0,1.0,Takmahl Magnetic Slab
23147,0,1.0,Takmahl Tri-polished Lens
23148,0,0.1,Blood Raider Limited Ballistic Control
23149,0,0.1,Blood Raider Regular Ballistic Control
23150,0,0.1,Blood Raider Extreme Ballistic Control
23151,0,0.1,Blood Raider Weapon Integration Unit
23152,0,0.1,Blood Raider Power Redistributor
23153,0,0.1,Serpentis Plain Target Guider
23154,0,0.1,Serpentis Basic Target Guider
23155,0,0.1,Serpentis Complex Target Guider
23156,0,0.1,Serpentis 3D Scanner Gamut
23157,0,0.1,Serpentis Multi-tasking Processor
23158,0,0.1,Positron Cord
23159,0,0.1,Auxiliary Parts
23160,0,0.1,Force Cable
23161,0,0.1,Elemental Crux
23162,0,0.1,Analog Panel
23163,0,0.1,Current Amplifier
23164,0,0.1,Second-hand Parts
23165,0,0.1,Heat Depressor
23166,0,0.1,Internal Bulkhead
23167,0,0.1,Mainframe Bit
23168,0,1.0,Yan Jung Info Matrix
23169,0,1.0,Yan Jung Vellum Etch
23170,0,1.0,Yan Jung Trigonometric Laws
23171,0,1.0,Yan Jung Semiotic Theory
23172,0,1.0,Yan Jung Singularity Fact Sheet
23173,0,1.0,Takmahl Binary Texts
23174,0,1.0,Takmahl Fractal Sheet
23175,0,1.0,Takmahl Centrifugal Primer
23176,0,1.0,Takmahl Geometric Design
23177,0,1.0,Takmahl Astral Treatment
23416,23417,25.0,'Peace' Large Remote Armor Repairer
23418,23419,5.0,'Radical' Damage Control
23473,23474,25.0,Wasp EC-900
23506,23507,25.0,Ogre SD-900
23510,23511,25.0,Praetor TD-900
23512,23513,25.0,Berserker TP-900
23523,23524,25.0,Heavy Armor Maintenance Bot I
23525,23526,25.0,Curator I
23527,23528,25.0,Drone Link Augmentor I
23533,23534,5.0,Omnidirectional Tracking Link I
23536,23537,25.0,Berserker SW-900
23559,23560,25.0,Warden I
23561,23562,25.0,Garde I
23563,23564,25.0,Bouncer I
23659,23660,5.0,Acolyte EV-300
23674,24549,8000.0,'Gjallarhorn' Explosive Doomsday
23702,23703,10.0,Infiltrator EV-600
23705,23706,10.0,Vespa EC-600
23707,23708,5.0,Hornet EC-300
23709,23710,10.0,Medium Armor Maintenance Bot I
23711,23712,5.0,Light Armor Maintenance Bot I
23713,23714,10.0,Hammerhead SD-600
23715,23716,5.0,Hobgoblin SD-300
23717,23718,10.0,Medium Shield Maintenance Bot I
23719,23720,5.0,Light Shield Maintenance Bot I
23721,23722,10.0,Valkyrie TP-600
23723,23724,5.0,Warrior TP-300
23725,23726,10.0,Infiltrator TD-600
23727,23728,5.0,Acolyte TD-300
23729,23730,10.0,Valkyrie SW-600
23731,23732,5.0,Warrior SW-300
23735,23736,4000.0,Clone Vat Bay I
23757,23758,13950000.0,Archon
23773,23774,100000000.0,Ragnarok
23783,23784,5.0,'Abatis' 100mm Steel Plates
23785,23786,20.0,'Bailey' 1600mm Steel Plates
23787,23788,10.0,'Chainmail' 200mm Steel Plates
23789,23790,10.0,'Bastion' 400mm Steel Plates
23791,23792,5.0,'Citadella' 100mm Steel Plates
23793,23794,20.0,'Barbican' 800mm Steel Plates
23795,23796,5.0,'Gorget' Small Armor Repairer I
23797,23798,10.0,'Greaves' Medium Armor Repairer I
23799,23800,50.0,'Hauberk' Large Armor Repairer I
23801,23802,5.0,'Crucible' Small Cap Battery
23803,23804,10.0,'Censer' Medium Cap Battery
23805,23806,15.0,'Thurifer' Large Cap Battery
23807,23808,5.0,'Saddle' Small Capacitor Booster I
23809,23810,10.0,'Harness' Medium Capacitor Booster I
23811,23812,20.0,'Plough' Heavy Capacitor Booster I
23813,23814,5.0,'Palisade' Cap Recharger I
23815,23816,5.0,Small 'Caltrop' Energy Neutralizer
23817,23818,5.0,Medium 'Ditch' Energy Neutralizer
23819,23820,5.0,Heavy 'Moat' Energy Neutralizer
23821,23822,5.0,Small 'Upir' Energy Nosferatu
23824,23825,5.0,Medium 'Strigoi' Energy Nosferatu
23829,23830,5.0,Heavy 'Vrykolakas' Energy Nosferatu
23834,23835,5.0,'Mace' Dual Light Beam Laser I
23836,23837,5.0,'Longbow' Small Focused Pulse Laser I
23838,23839,5.0,'Gauntlet' Small Focused Beam Laser I
23840,23841,10.0,'Crossbow' Focused Medium Beam Laser I
23842,23843,10.0,'Joust' Heavy Pulse Laser I
23844,23845,10.0,'Arquebus' Heavy Beam Laser I
23846,23847,20.0,'Halberd' Mega Pulse Laser I
23848,23849,20.0,'Catapult' Mega Beam Laser I
23850,23851,20.0,'Ballista' Tachyon Beam Laser I
23852,23853,5.0,'Squire' Small Remote Capacitor Transmitter
23854,23855,10.0,'Knight' Medium Remote Capacitor Transmitter
23856,23857,25.0,'Chivalry' Large Remote Capacitor Transmitter
23864,23865,5.0,'Pike' Small EMP Smartbomb I
23866,23867,10.0,'Lance' Medium EMP Smartbomb I
23868,23869,50.0,'Warhammer' Large EMP Smartbomb I
23894,23895,5.0,'Page' Capacitor Flux Coil I
23896,23897,5.0,'Motte' Capacitor Power Relay I
23898,23899,5.0,'Portcullis' Reactor Control Unit I
23902,23903,5.0,'Trebuchet' Heat Sink I
23911,23912,13095000.0,Thanatos
23913,23914,58200000.0,Nyx
23915,23916,11925000.0,Chimera
23917,23918,53000000.0,Wyvern
23919,23920,62000000.0,Aeon
23953,23954,10000.0,Jump Portal Generator I
24283,24284,4000.0,Fighter Support Unit I
24305,24306,5.0,Modulated Deep Core Strip Miner II
24348,24349,50.0,Small Tractor Beam I
24395,24396,25.0,Drone Navigation Computer I
24417,24418,5.0,Drone Navigation Computer II
24427,24428,25.0,Drone Link Augmentor II
24438,24439,5.0,Omnidirectional Tracking Link II
24443,24444,5.0,Shield Boost Amplifier II
24445,32862,120000.0,Giant Freight Container
24471,24472,0.005,Scourge Rage Rocket
24473,24474,0.005,Nova Rage Rocket
24475,24476,0.005,Inferno Rage Rocket
24477,24605,0.005,Scourge Javelin Rocket
24478,24604,0.005,Nova Javelin Rocket
24479,24543,0.005,Inferno Javelin Rocket
24483,24484,11250000.0,Nidhoggur
24486,24487,0.015,Inferno Rage Heavy Assault Missile
24488,24489,0.015,Nova Rage Heavy Assault Missile
24490,24491,0.015,Mjolnir Rage Heavy Assault Missile
24492,24614,0.015,Scourge Javelin Heavy Assault Missile
24493,24617,0.015,Mjolnir Javelin Heavy Assault Missile
24494,24615,0.015,Inferno Javelin Heavy Assault Missile
24495,24496,0.015,Scourge Fury Light Missile
24497,24498,0.015,Nova Fury Light Missile
24499,24500,0.015,Inferno Fury Light Missile
24501,24502,0.015,Scourge Precision Light Missile
24503,24504,0.015,Nova Precision Light Missile
24505,24506,0.015,Mjolnir Precision Light Missile
24507,24508,0.03,Nova Fury Heavy Missile
24509,24510,0.03,Mjolnir Fury Heavy Missile
24511,24512,0.03,Inferno Fury Heavy Missile
24513,24514,0.03,Scourge Precision Heavy Missile
24515,24516,0.03,Inferno Precision Heavy Missile
24517,24518,0.03,Mjolnir Precision Heavy Missile
24519,24520,0.05,Nova Rage Torpedo
24521,24522,0.05,Scourge Rage Torpedo
24523,24524,0.05,Mjolnir Rage Torpedo
24525,24526,0.05,Inferno Javelin Torpedo
24527,24528,0.05,Mjolnir Javelin Torpedo
24529,24530,0.05,Scourge Javelin Torpedo
24531,24532,0.05,Nova Fury Cruise Missile
24533,24534,0.05,Scourge Fury Cruise Missile
24535,24536,0.05,Mjolnir Fury Cruise Missile
24537,24538,0.05,Nova Precision Cruise Missile
24539,24540,0.05,Mjolnir Precision Cruise Missile
24541,24542,0.05,Scourge Precision Cruise Missile
24545,24546,10000.0,Capital Jump Bridge Array
24547,24548,10000.0,Capital Clone Vat Bay
24550,24551,8000.0,'Judgment' Electromagnetic Doomsday
24552,24553,8000.0,'Oblivion' Kinetic Doomsday
24554,24555,8000.0,'Aurora Ominae' Thermal Doomsday
24556,24557,10000.0,Capital Doomsday Weapon Mount
24558,24559,10000.0,Capital Ship Maintenance Bay
24560,24561,10000.0,Capital Corporate Hangar Bay
24567,2820,3000.0,Experimental Laboratory
24569,24570,4000.0,Capital Remote Armor Repairer I
24574,2771,10000.0,Small Ship Assembly Array
24575,2756,850000.0,Supercapital Ship Assembly Array
24644,24645,4000.0,Capital Tractor Beam I
24646,2750,40000.0,X-Large Ship Maintenance Array
24653,2753,10000.0,Advanced Small Ship Assembly Array
24654,2768,17000.0,Medium Ship Assembly Array
24655,2751,17000.0,Advanced Medium Ship Assembly Array
24656,2773,25000.0,Capital Ship Assembly Array
24657,2749,25000.0,Advanced Large Ship Assembly Array
24658,2754,1250.0,Ammunition Assembly Array
24659,2760,1250.0,Drone Assembly Array
24660,2758,12500.0,Component Assembly Array
24684,2790,4000.0,Biochemical Reactor Array
24688,24689,486000.0,Rokh
24690,24691,495000.0,Hyperion
24692,24693,495000.0,Abaddon
24694,24695,472500.0,Maelstrom
24696,24697,234000.0,Harbinger
24698,24699,252000.0,Drake
24700,24701,270000.0,Myrmidon
24702,24703,216000.0,Hurricane
25237,46230,1.0,Pure Standard Blue Pill Booster
25241,46251,1.0,Pure Improved Blue Pill Booster
25242,46231,1.0,Pure Standard Crash Booster
25252,46222,1.0,Pure Standard Frentix Booster
25266,25267,5.0,Gas Cloud Scoop I
25268,0,10.0,Amber Cytoserocin
25270,2742,4000.0,Biochemical Silo
25271,2743,4000.0,Catalyst Silo
25273,0,10.0,Golden Cytoserocin
25274,0,10.0,Viridian Cytoserocin
25275,0,10.0,Celadon Cytoserocin
25276,0,10.0,Malachite Cytoserocin
25277,0,10.0,Lime Cytoserocin
25278,0,10.0,Vermillion Cytoserocin
25279,0,10.0,Azure Cytoserocin
25280,2746,4000.0,Hazardous Chemical Silo
25283,46235,1.0,Pure Strong Blue Pill Booster
25330,46223,1.0,Pure Standard Drop Booster
25331,46224,1.0,Pure Standard Exile Booster
25332,46225,1.0,Pure Standard Mindflood Booster
25333,46226,1.0,Pure Standard X-Instinct Booster
25334,46227,1.0,Pure Standard Sooth Sayer Booster
25335,46236,1.0,Pure Improved Crash Booster
25336,46237,1.0,Pure Improved Drop Booster
25337,46238,1.0,Pure Improved Exile Booster
25338,46240,1.0,Pure Improved Mindflood Booster
25339,46241,1.0,Pure Improved Frentix Booster
25340,46242,1.0,Pure Improved X-Instinct Booster
25341,46243,1.0,Pure Improved Sooth Sayer Booster
25342,46244,1.0,Pure Strong Crash Booster
25343,46245,1.0,Pure Strong Drop Booster
25344,46246,1.0,Pure Strong Exile Booster
25345,46247,1.0,Pure Strong Mindflood Booster
25346,46248,1.0,Pure Strong Frentix Booster
25347,46249,1.0,Pure Strong X-Instinct Booster
25348,46250,1.0,Pure Strong Sooth Sayer Booster
25349,25539,1.0,Strong Exile Booster
25553,25587,1.0,Cryptic Data Interface
25554,25585,1.0,Occult Data Interface
25555,25584,1.0,Esoteric Data Interface
25556,25586,1.0,Incognito Data Interface
25561,25562,5.0,Signal Distortion Amplifier I
25563,25564,5.0,Signal Distortion Amplifier II
25588,0,0.01,Scorched Telemetry Processor
25589,0,0.01,Malfunctioning Shield Emitter
25590,0,0.01,Contaminated Nanite Compound
25591,0,0.01,Contaminated Lorentz Fluid
25592,0,0.01,Defective Current Pump
25593,0,0.01,Smashed Trigger Unit
25594,0,0.01,Tangled Power Conduit
25595,0,0.01,Alloyed Tritanium Bar
25596,0,0.01,Broken Drone Transceiver
25597,0,0.01,Damaged Artificial Neural Network
25598,0,0.01,Tripped Power Circuit
25599,0,0.01,Charred Micro Circuit
25600,0,0.01,Burned Logic Circuit
25601,0,0.01,Fried Interface Circuit
25602,0,0.01,Thruster Console
25603,0,0.01,Melted Capacitor Console
25604,0,0.01,Conductive Polymer
25605,0,0.01,Armor Plates
25606,0,0.01,Ward Console
25607,0,0.01,Telemetry Processor
25608,0,0.01,Intact Shield Emitter
25609,0,0.01,Nanite Compound
25610,0,0.01,Lorentz Fluid
25611,0,0.01,Current Pump
25612,0,0.01,Trigger Unit
25613,0,0.01,Power Conduit
25614,0,0.01,Single-crystal Superalloy I-beam
25615,0,0.01,Drone Transceiver
25616,0,0.01,Artificial Neural Network
25617,0,0.01,Power Circuit
25618,0,0.01,Micro Circuit
25619,0,0.01,Logic Circuit
25620,0,0.01,Interface Circuit
25621,0,0.01,Impetus Console
25622,0,0.01,Capacitor Console
25623,0,0.01,Conductive Thermoplastic
25624,0,0.01,Intact Armor Plates
25625,0,0.01,Enhanced Ward Console
