typeID,activityID,skillID,level
2764,1,3366,5
2764,1,3380,5
2764,5,3366,5
2765,4,3367,5
2765,3,3367,5
2765,1,3367,5
2765,1,3380,5
2765,5,3367,5
2766,4,3366,5
2766,3,3366,5
2766,1,3366,5
2766,1,3380,5
2766,5,3366,5
2767,4,3367,5
2767,3,3367,5
2767,1,3367,5
2767,1,3380,5
2767,5,3367,5
2768,4,3366,5
2768,3,3366,5
2768,1,3366,5
2768,1,3380,5
2768,5,3366,5
2769,4,3367,5
2769,3,3367,5
2769,1,3367,5
2769,1,3380,5
2769,5,3367,5
2770,4,3366,5
2770,3,3366,5
2770,1,3366,5
2770,1,3380,5
2770,5,3366,5
2771,4,3366,5
2771,3,3366,5
2771,1,3366,5
2771,1,3380,5
2771,5,3366,5
2772,4,3366,5
2772,3,3366,5
2772,1,3366,5
2772,1,3380,5
2772,5,3366,5
2773,4,3366,5
2773,3,3366,5
2773,1,3366,5
2773,1,3380,5
2773,5,3366,5
2774,1,3380,5
2775,1,3380,5
2776,1,3380,5
2777,1,3380,5
2778,1,3380,5
2779,1,3380,5
2780,1,3380,5
2781,1,3380,5
2782,1,3380,5
2783,1,3380,5
2784,1,3380,5
2785,1,3380,5
2786,4,3365,5
2786,3,3365,5
2786,1,3365,5
2786,1,3380,5
2786,5,3365,5
2787,1,3380,5
2788,4,3365,5
2788,3,3365,5
2788,1,3365,5
2788,1,3380,5
2788,5,3365,5
2789,4,3365,5
2789,3,3365,5
2789,1,3365,5
2789,1,3380,5
2789,5,3365,5
2790,4,3365,5
2790,3,3365,5
2790,1,3365,5
2790,1,3380,5
2790,5,3365,5
2791,4,3365,5
2791,3,3365,5
2791,1,3365,5
2791,1,3380,5
2791,5,3365,5
2792,1,3380,5
2793,4,3365,5
2793,3,3365,5
2793,1,3365,5
2793,1,3380,5
2793,5,3365,5
2794,1,3380,5
2795,4,3365,5
2795,3,3365,5
2795,1,3365,5
2795,1,3380,5
2795,5,3365,5
2796,1,3380,5
2797,4,3365,5
2797,3,3365,5
2797,1,3365,5
2797,1,3380,5
2797,5,3365,5
2798,1,3380,5
2799,1,3380,5
2800,4,3365,5
2800,3,3365,5
2800,1,3365,5
2800,1,3380,5
2800,5,3365,5
2802,4,3409,5
2802,4,11449,1
2802,4,11451,1
2802,3,3403,5
2802,3,11449,1
2802,3,11451,1
2802,1,3380,5
2802,1,11449,1
2802,1,11451,1
2802,5,3402,5
2802,5,11449,1
2802,5,11451,1
2803,1,3380,5
2804,1,3380,5
2805,1,3380,5
2806,1,3380,5
2807,1,3380,5
2808,1,3380,5
2810,1,3380,5
2812,4,3409,5
2812,4,11441,1
2812,4,11449,1
2812,3,3403,5
2812,3,11441,1
2812,3,11449,1
2812,1,3380,5
2812,1,11441,1
2812,1,11449,1
2812,5,3402,5
2812,5,11441,1
2812,5,11449,1
2813,1,3380,5
2814,1,3380,5
2815,1,3380,5
2816,1,3380,5
2818,4,3409,5
2818,4,11447,1
2818,4,11449,1
2818,3,3403,5
2818,3,11447,1
2818,3,11449,1
2818,1,3380,5
2818,1,11447,1
2818,1,11449,1
2818,5,3402,5
2818,5,11447,1
2818,5,11449,1
2819,1,3380,5
2820,4,3370,5
2820,3,3370,5
2820,1,3370,5
2820,1,3380,5
2820,5,3370,5
2821,4,3370,5
2821,3,3370,5
2821,1,3370,5
2821,1,3380,5
2821,5,3370,5
2822,1,3380,5
2823,1,3380,5
2824,1,3380,5
2825,1,3380,5
2826,1,3380,5
2827,1,3380,5
2828,1,3380,5
2829,1,3380,5
2830,1,3380,5
2866,4,3409,5
2866,4,11451,1
2866,4,11452,1
2866,3,3403,5
2866,3,11451,1
2866,3,11452,1
2866,1,3380,5
2866,1,11451,1
2866,1,11452,1
2866,5,11451,1
2866,5,11452,1
11401,4,3409,5
11401,4,11445,1
11401,4,11452,1
11401,3,3403,5
11401,3,11445,1
11401,3,11452,1
11401,1,3380,5
11401,1,3395,1
11401,1,11445,1
11401,1,11452,1
11401,5,11445,1
11401,5,11452,1
2874,4,3409,5
2874,4,11451,1
2874,4,11452,1
2874,3,3403,5
2874,3,11451,1
2874,3,11452,1
2874,1,3380,5
2874,1,11451,1
2874,1,11452,1
2874,5,11451,1
2874,5,11452,1
2890,4,3409,5
2890,4,11451,1
2890,4,11452,1
2890,3,3403,5
2890,3,11451,1
2890,3,11452,1
2890,1,3380,5
2890,1,11451,1
2890,1,11452,1
2890,5,11451,1
2890,5,11452,1
2898,4,3409,5
2898,4,11451,1
2898,4,11452,1
2898,3,3403,5
2898,3,11451,1
2898,3,11452,1
2898,1,3380,5
2898,1,11451,1
2898,1,11452,1
2898,5,11451,1
2898,5,11452,1
2906,4,3409,5
2906,4,11451,1
2906,4,11452,1
2906,3,3403,5
2906,3,11451,1
2906,3,11452,1
2906,1,3380,5
2906,1,11451,1
2906,1,11452,1
2906,5,11451,1
2906,5,11452,1
41445,1,3380,1
41445,1,22242,1
2914,4,3409,5
2914,4,11451,1
2914,4,11452,1
2914,3,3403,5
2914,3,11451,1
2914,3,11452,1
2914,1,3380,5
2914,1,11451,1
2914,1,11452,1
2914,5,11451,1
2914,5,11452,1
35684,1,11452,4
35684,1,3380,5
35684,1,3395,5
35684,1,11450,5
2922,4,3409,5
2922,4,11451,1
2922,4,11452,1
2922,3,3403,5
2922,3,11451,1
2922,3,11452,1
2922,1,3380,5
2922,1,11451,1
2922,1,11452,1
2922,5,11451,1
2922,5,11452,1
2938,4,3409,5
2938,4,11451,1
2938,4,11452,1
2938,3,3403,5
2938,3,11451,1
2938,3,11452,1
2938,1,3380,5
2938,1,11451,1
2938,1,11452,1
2938,5,11451,1
2938,5,11452,1
2946,4,3409,5
2946,4,11451,1
2946,4,11452,1
2946,3,3403,5
2946,3,11451,1
2946,3,11452,1
2946,1,3380,5
2946,1,11451,1
2946,1,11452,1
2946,5,11451,1
2946,5,11452,1
2949,1,3380,3
2949,1,22242,3
2954,4,3409,5
2954,4,11451,1
2954,4,11452,1
2954,3,3403,5
2954,3,11451,1
2954,3,11452,1
2954,1,3380,5
2954,1,11451,1
2954,1,11452,1
2954,5,11451,1
2954,5,11452,1
2962,4,3409,5
2962,4,11451,1
2962,4,11452,1
2962,3,3403,5
2962,3,11451,1
2962,3,11452,1
2962,1,3380,5
2962,1,11451,1
2962,1,11452,1
2962,5,11451,1
2962,5,11452,1
2970,4,3409,5
2970,4,11451,1
2970,4,11452,1
2970,3,3403,5
2970,3,11451,1
2970,3,11452,1
2970,1,3380,5
2970,1,11451,1
2970,1,11452,1
2970,5,11451,1
2970,5,11452,1
2978,4,3409,5
2978,4,11451,1
2978,4,11452,1
2978,3,3403,5
2978,3,11451,1
2978,3,11452,1
2978,1,3380,5
2978,1,11451,1
2978,1,11452,1
2978,5,11451,1
2978,5,11452,1
2986,4,3409,5
2986,4,11433,1
2986,4,11447,1
2986,3,3403,5
2986,3,11433,1
2986,3,11447,1
2986,1,3380,5
2986,1,11433,1
2986,1,11447,1
2986,5,11433,1
2986,5,11447,1
2994,4,3409,5
2994,4,11433,1
2994,4,11447,1
2994,3,3403,5
2994,3,11433,1
2994,3,11447,1
2994,1,3380,5
2994,1,11433,1
2994,1,11447,1
2994,5,11433,1
2994,5,11447,1
3002,4,3409,5
3002,4,11433,1
3002,4,11447,1
3002,3,3403,5
3002,3,11433,1
3002,3,11447,1
3002,1,3380,5
3002,1,11433,1
3002,1,11447,1
3002,5,11433,1
3002,5,11447,1
35772,1,3380,1
35772,8,11452,1
35772,8,11453,1
35772,8,21790,1
35773,4,11452,1
35773,4,11453,1
35773,4,3409,5
35773,3,11452,1
35773,3,11453,1
35773,3,3403,5
35773,1,11452,1
35773,1,11453,1
35773,1,3380,5
35773,5,11452,1
35773,5,11453,1
3010,4,3409,5
3010,4,11433,1
3010,4,11447,1
3010,3,3403,5
3010,3,11433,1
3010,3,11447,1
3010,1,3380,5
3010,1,11433,1
3010,1,11447,1
3010,5,11433,1
3010,5,11447,1
3018,4,3409,5
3018,4,11433,1
3018,4,11447,1
3018,3,3403,5
3018,3,11433,1
3018,3,11447,1
3018,1,3380,5
3018,1,11433,1
3018,1,11447,1
3018,5,11433,1
3018,5,11447,1
35791,1,3380,1
35791,8,11452,1
35791,8,11453,1
35791,8,21790,1
35792,4,11452,1
35792,4,11453,1
35792,4,3409,5
35792,3,11452,1
35792,3,11453,1
35792,3,3403,5
35792,1,11452,1
35792,1,11453,1
35792,1,3380,5
35792,5,11452,1
35792,5,11453,1
3026,4,3409,5
3026,4,11433,1
3026,4,11447,1
3026,3,3403,5
3026,3,11433,1
3026,3,11447,1
3026,1,3380,5
3026,1,11433,1
3026,1,11447,1
3026,5,11433,1
3026,5,11447,1
15922,1,3380,1
35796,1,3380,1
35797,1,3380,1
3034,4,11433,1
3034,4,11447,1
3034,3,3403,5
3034,3,11433,1
3034,3,11447,1
3034,1,3380,5
3034,1,11433,1
3034,1,11447,1
3034,5,11433,1
3034,5,11447,1
3039,1,3380,1
3042,4,3409,5
3042,4,11433,1
3042,4,11447,1
3042,3,3403,5
3042,3,11433,1
3042,3,11447,1
3042,1,3380,5
3042,1,11433,1
3042,1,11447,1
3042,5,11433,1
3042,5,11447,1
3050,4,3409,5
3050,4,11433,1
3050,4,11447,1
3050,3,11433,1
3050,3,11447,1
3050,1,3380,5
3050,1,11433,1
3050,1,11447,1
3050,5,11433,1
3050,5,11447,1
3058,4,3409,5
3058,4,11433,1
3058,4,11447,1
3058,3,3403,5
3058,3,11433,1
3058,3,11447,1
3058,1,3380,5
3058,1,11433,1
3058,1,11447,1
3058,5,11433,1
3058,5,11447,1
3066,4,3409,5
3066,4,11433,1
3066,4,11447,1
3066,3,3403,5
3066,3,11433,1
3066,3,11447,1
3066,1,3380,5
3066,1,11433,1
3066,1,11447,1
3066,5,11433,1
3066,5,11447,1
3075,4,3409,2
3075,4,11441,1
3075,4,11455,1
3075,3,3403,5
3075,3,11441,1
3075,3,11455,1
3075,1,3380,5
3075,1,11441,1
3075,1,11455,1
3075,5,11441,1
3075,5,11455,1
3083,4,3409,2
3083,4,11441,1
3083,4,11455,1
3083,3,3403,5
3083,3,11441,1
3083,3,11455,1
3083,1,3380,5
3083,1,11441,1
3083,1,11455,1
3083,5,11441,1
3083,5,11455,1
52237,1,3380,1
52237,1,52307,1
52239,1,3380,1
52239,1,52307,1
52241,1,3380,1
52241,1,52307,1
3091,4,3409,2
3091,4,11441,1
3091,4,11455,1
3091,3,3403,5
3091,3,11441,1
3091,3,11455,1
3091,1,3380,5
3091,1,11441,1
3091,1,11455,1
3091,5,11441,1
3091,5,11455,1
52245,1,3380,1
52245,1,52307,1
3099,4,3409,2
3099,4,11441,1
3099,4,11455,1
3099,3,3403,5
3099,3,11441,1
3099,3,11455,1
3099,1,3380,5
3099,1,11441,1
3099,1,11455,1
3099,5,11441,1
3099,5,11455,1
52253,4,11442,1
52253,4,3409,5
52253,3,11442,1
52253,3,3403,5
52253,1,3397,1
52253,1,52307,1
52253,1,3380,5
52253,5,11442,1
52255,4,11442,1
52255,4,3409,5
52255,3,11442,1
52255,3,3403,5
52255,1,3395,1
52255,1,52307,1
52255,1,3380,5
52255,5,11442,1
3107,4,3409,2
3107,4,11441,1
3107,4,11455,1
3107,3,3403,5
3107,3,11441,1
3107,3,11455,1
3107,1,3380,5
3107,1,11441,1
3107,1,11455,1
3107,5,11441,1
3107,5,11455,1
3115,4,3409,2
3115,4,11441,1
3115,4,11455,1
3115,3,3403,5
3115,3,11441,1
3115,3,11455,1
3115,1,3380,5
3115,1,11441,1
3115,1,11455,1
3115,5,11441,1
3115,5,11455,1
3123,4,3409,5
3123,4,11441,1
3123,4,11455,1
3123,3,3403,5
3123,3,11441,1
3123,3,11455,1
3123,1,3380,5
3123,1,11441,1
3123,1,11455,1
3123,5,11441,1
3123,5,11455,1
3131,4,3409,5
3131,4,11441,1
3131,4,11455,1
3131,3,3403,5
3131,3,11441,1
3131,3,11455,1
3131,1,3380,5
3131,1,11441,1
3131,1,11455,1
3131,5,11441,1
3131,5,11455,1
3139,4,3409,5
3139,4,11441,1
3139,4,11455,1
3139,3,3403,5
3139,3,11441,1
3139,3,11455,1
3139,1,3380,5
3139,1,11441,1
3139,1,11455,1
3139,5,11441,1
3139,5,11455,1
3147,4,3409,5
3147,4,11441,1
3147,4,11455,1
3147,3,3403,5
3147,3,11441,1
3147,3,11455,1
3147,1,3380,5
3147,1,11441,1
3147,1,11455,1
3147,5,11441,1
3147,5,11455,1
3155,4,3409,5
3155,4,11441,1
3155,4,11455,1
3155,3,3403,5
3155,3,11441,1
3155,3,11455,1
3155,1,3380,5
3155,1,11441,1
3155,1,11455,1
3155,5,11441,1
3155,5,11455,1
3163,4,3409,5
3163,4,11441,1
3163,4,11455,1
3163,3,3403,5
3163,3,11441,1
3163,3,11455,1
3163,1,3380,5
3163,1,11441,1
3163,1,11455,1
3163,5,11441,1
3163,5,11455,1
3171,4,3409,5
3171,4,11441,1
3171,4,11455,1
3171,3,3403,5
3171,3,11441,1
3171,3,11455,1
3171,1,3380,5
3171,1,11441,1
3171,1,11455,1
3171,5,11441,1
3171,5,11455,1
3179,4,3409,5
3179,4,11441,1
3179,4,11455,1
3179,3,3403,5
3179,3,11441,1
3179,3,11455,1
3179,1,3380,5
3179,1,11441,1
3179,1,11455,1
3179,5,11441,1
3179,5,11455,1
3187,4,3409,5
3187,4,11441,1
3187,4,11455,1
3187,3,3403,5
3187,3,11441,1
3187,3,11455,1
3187,1,3380,5
3187,1,11441,1
3187,1,11455,1
3187,5,11441,1
3187,5,11455,1
52348,1,3380,1
52348,1,52307,1
52349,1,3380,1
52349,1,52307,1
52350,1,3380,1
52350,1,52307,1
3243,1,3380,1
3243,8,11448,1
3243,8,11446,1
3243,8,21791,1
3245,4,3409,5
3245,4,11446,1
3245,4,11448,1
3245,3,3403,5
3245,3,11446,1
3245,3,11448,1
3245,1,3380,5
3245,1,11446,1
3245,1,11448,1
3245,5,11446,1
3245,5,11448,1
53923,1,3380,4
3286,4,3409,5
3286,4,11433,1
3286,4,11447,1
3286,3,3403,5
3286,3,11433,1
3286,3,11447,1
3286,1,3380,5
3286,1,11433,1
3286,1,11447,1
3286,5,11433,1
3286,5,11447,1
19721,1,22242,3
19723,1,22242,3
19725,1,22242,3
19727,1,22242,3
19740,4,3409,5
19740,4,11451,1
19740,4,11449,1
19740,3,3403,5
19740,3,11451,1
19740,3,11449,1
19740,1,3380,5
19740,1,11451,1
19740,1,11449,1
19740,5,11451,1
19740,5,11449,1
19745,1,3380,1
19745,8,11444,1
19745,8,11529,1
19745,8,23087,1
19807,4,3409,5
19807,4,11446,1
19807,4,11448,1
19807,3,3403,5
19807,3,11446,1
19807,3,11448,1
19807,1,3380,5
19807,1,11446,1
19807,1,11448,1
19807,5,11446,1
19807,5,11448,1
19809,1,3380,1
19811,1,3380,1
19813,1,3380,1
19815,1,3380,1
3473,4,3409,5
3473,4,11433,1
3473,4,11455,1
3473,3,3403,5
3473,3,11433,1
3473,3,11455,1
3473,1,3380,5
3473,1,11433,1
3473,1,11455,1
3473,5,11433,1
3473,5,11455,1
3489,4,3409,5
3489,4,11433,1
3489,4,11455,1
3489,3,3403,5
3489,3,11433,1
3489,3,11455,1
3489,1,3380,5
3489,1,11433,1
3489,1,11455,1
3489,5,11433,1
3489,5,11455,1
3497,4,3409,5
3497,4,11433,1
3497,4,11455,1
3497,3,3403,5
3497,3,11433,1
3497,3,11455,1
3497,1,3380,5
3497,1,11433,1
3497,1,11455,1
3497,5,11433,1
3497,5,11455,1
3505,4,3409,5
3505,4,11433,1
3505,4,11455,1
3505,3,3403,5
3505,3,11433,1
3505,3,11455,1
3505,1,3380,5
3505,1,11433,1
3505,1,11455,1
3505,5,11433,1
3505,5,11455,1
3513,4,3409,5
3513,4,11433,1
3513,4,11447,1
3513,3,3403,5
3513,3,11433,1
3513,3,11447,1
3513,1,3380,5
3513,1,11433,1
3513,1,11447,1
3513,5,11433,1
3513,5,11447,1
3515,1,22242,4
3521,4,3409,5
3521,4,11433,1
3521,4,11447,1
3521,3,3403,5
3521,3,11433,1
3521,3,11447,1
3521,1,3380,5
3521,1,11433,1
3521,1,11447,1
3521,5,11433,1
3521,5,11447,1
3529,1,3380,1
3529,8,11442,1
3529,8,11443,1
3529,8,23087,1
3531,4,3409,5
3531,4,11442,1
3531,4,11443,1
3531,3,3403,5
3531,3,11442,1
3531,3,11443,1
3531,1,3380,5
3531,1,11442,1
3531,1,11443,1
3531,5,11442,1
3531,5,11443,1
52684,1,3380,4
52685,1,3380,4
52686,1,3380,4
52687,1,3380,4
52688,1,3380,4
3537,1,3380,1
3537,1,22242,1
28487,1,12193,4
3539,1,3380,1
3539,8,11442,1
3539,8,11443,1
3539,8,23087,1
3541,4,3409,5
3541,4,11442,1
3541,4,11443,1
3541,3,3403,5
3541,3,11442,1
3541,3,11443,1
3541,1,3380,5
3541,1,11442,1
3541,1,11443,1
3541,5,11442,1
3541,5,11443,1
3543,1,3380,1
3543,1,22242,1
3545,1,3380,1
3545,1,22242,1
3547,1,3380,1
3547,1,22242,1
3553,1,3380,1
3555,1,3380,1
3557,1,3380,1
3557,1,22242,1
3560,1,3380,1
3560,1,22242,1
3562,1,3380,1
3562,1,22242,1
3564,1,3380,1
3564,1,22242,1
3567,1,3380,1
3567,8,11433,1
3567,8,11455,1
3567,8,23087,1
3569,4,3409,5
3569,4,11433,1
3569,4,11455,1
3569,3,3403,5
3569,3,11433,1
3569,3,11455,1
3569,1,3380,5
3569,1,11433,1
3569,1,11455,1
3569,5,11433,1
3569,5,11455,1
3570,1,3380,1
3570,1,22242,1
3572,1,3380,1
3572,1,22242,1
3574,1,3380,1
3574,1,22242,1
3577,1,3380,1
3577,8,11433,1
3577,8,11455,1
3577,8,23087,1
3579,4,3409,5
3579,4,11433,1
3579,4,11455,1
3579,3,3403,5
3579,3,11433,1
3579,3,11455,1
3579,1,3380,5
3579,1,11433,1
3579,1,11455,1
3579,5,11433,1
3579,5,11455,1
3580,1,3380,1
3580,1,22242,1
3587,1,3380,1
3587,8,11443,1
3587,8,11455,1
3587,8,21790,1
3589,4,11443,1
3589,4,11455,1
3589,3,11443,1
3589,3,11455,1
3589,1,3380,5
3589,1,11443,1
3589,1,11455,1
3589,5,11443,1
3589,5,11455,1
3597,1,3380,1
3597,8,11443,1
3597,8,11455,1
3597,8,21790,1
3599,4,11443,1
3599,4,11455,1
3599,3,11443,1
3599,3,11455,1
3599,1,3380,5
3599,1,11443,1
3599,1,11455,1
3599,5,11443,1
3599,5,11455,1
3607,1,3380,1
3607,8,11443,1
3607,8,11455,1
3607,8,21790,1
3609,4,11443,1
3609,4,11455,1
3609,3,11443,1
3609,3,11455,1
3609,1,3380,5
3609,1,11443,1
3609,1,11455,1
3609,5,11443,1
3609,5,11455,1
19995,1,3380,1
3617,1,3380,1
3617,1,22242,1
3617,8,11443,1
3617,8,11455,1
3617,8,21790,1
3617,8,22242,1
20003,1,3380,1
15942,1,3380,1
52791,1,3380,4
52792,1,3380,4
52793,1,3380,4
52794,1,3380,4
52795,1,3380,4
52796,1,3380,4
3654,1,3380,1
3654,8,11442,1
3654,8,11529,1
3654,8,23121,1
3656,4,3409,5
3656,4,11442,1
3656,4,11529,1
3656,3,3403,5
3656,3,11442,1
3656,3,11529,1
3656,1,3380,5
3656,1,11442,1
3656,1,11529,1
3656,5,11442,1
3656,5,11529,1
3664,1,3380,1
3664,8,11529,1
3664,8,11442,1
3664,8,23121,1
3666,4,3409,5
3666,4,11442,1
3666,4,11529,1
3666,3,3403,5
3666,3,11442,1
3666,3,11529,1
3666,1,3380,5
3666,1,11442,1
3666,1,11529,1
3666,5,11442,1
3666,5,11529,1
52819,1,3380,1
52820,1,3380,1
52821,1,3380,1
52822,1,3380,1
52823,1,3380,1
52824,1,3380,1
52825,1,3380,1
52826,1,3380,1
52827,1,3380,1
52828,1,3380,1
52829,1,3380,1
52830,1,3380,1
52831,1,3380,1
52832,1,3380,1
20126,4,3409,5
20126,4,11444,1
20126,4,11453,1
20126,3,3403,5
20126,3,11444,1
20126,3,11453,1
20126,1,3380,5
20126,1,3397,1
20126,1,11444,1
20126,1,11453,1
20126,5,11444,1
20126,5,11453,1
3752,1,3380,1
3754,1,3380,1
3765,1,22242,5
3767,1,3380,1
3767,8,11445,1
3767,8,11453,1
3767,8,21791,1
3769,1,3380,1
20184,1,22242,1
20184,8,11444,1
20184,8,11529,1
20184,8,23087,1
20186,1,22242,1
20186,8,11454,1
20186,8,11529,1
20186,8,21790,1
20188,1,22242,1
20188,8,11450,1
20188,8,11529,1
20188,8,23121,1
20190,1,22242,1
20190,8,11445,1
20190,8,11529,1
20190,8,21791,1
52972,1,3380,4
52974,1,3380,4
52975,1,3380,4
52976,1,3380,4
52977,1,3380,4
52978,1,3380,4
3830,1,3380,1
3830,8,11443,1
3830,8,11455,1
3830,8,21790,1
3832,4,11443,1
3832,4,11455,1
3832,3,11443,1
3832,3,11455,1
3832,1,3380,5
3832,1,11443,1
3832,1,11455,1
3832,5,11443,1
3832,5,11455,1
20219,1,3380,1
27946,1,3380,1
3840,1,3380,1
3840,8,11443,1
3840,8,11455,1
3840,8,21790,1
20225,1,3380,1
3842,4,11443,1
3842,4,11455,1
3842,3,11443,1
3842,3,11455,1
3842,1,3380,5
3842,1,11443,1
3842,1,11455,1
3842,5,11443,1
3842,5,11455,1
20231,1,3380,1
27948,1,3380,1
20237,1,3380,1
20239,1,3380,1
20241,1,3380,1
20243,1,3380,1
20245,1,3380,1
20247,1,3380,1
20249,1,3380,1
20251,1,3380,1
20253,1,3380,1
20255,1,3380,1
27952,1,3380,1
27952,1,22242,1
27952,8,11446,1
27952,8,11455,1
27952,8,21790,1
53029,1,22242,3
53030,1,3380,1
53030,1,22242,1
53031,1,3380,1
53032,1,22242,1
53033,1,22242,1
53034,1,22242,1
20281,1,3380,1
20281,1,22242,1
20281,8,11446,1
20281,8,11455,1
20281,8,21790,1
41613,1,3380,1
41613,1,22242,1
3938,1,3380,1
3938,8,11529,1
3938,8,11451,1
3938,8,21791,1
3940,4,3409,5
3940,4,11529,1
3940,4,11451,1
3940,3,3403,5
3940,3,11529,1
3940,3,11451,1
3940,1,3380,5
3940,1,11529,1
3940,1,11451,1
3940,5,11529,1
3940,5,11451,1
3942,1,3380,1
3942,8,11451,1
3942,8,11529,1
3942,8,21790,1
3944,4,3409,5
3944,4,11451,1
3944,4,11529,1
3944,3,3403,5
3944,3,11451,1
3944,3,11529,1
3944,1,3380,5
3944,1,11451,1
3944,1,11529,1
3944,5,11451,1
3944,5,11529,1
3948,1,3380,1
3948,8,11529,1
3948,8,11451,1
3948,8,23121,1
3950,4,3409,5
3950,4,11529,1
3950,4,11451,1
3950,3,3403,5
3950,3,11529,1
3950,3,11451,1
3950,1,3380,5
3950,1,11529,1
3950,1,11451,1
3950,5,11529,1
3950,5,11451,1
3954,1,3380,1
3954,8,11529,1
3954,8,11451,1
3954,8,23087,1
3956,4,3409,5
3956,4,11529,1
3956,4,11451,1
3956,3,3403,5
3956,3,11529,1
3956,3,11451,1
3956,1,3380,5
3956,1,11529,1
3956,1,11451,1
3956,5,11529,1
3956,5,11451,1
20344,4,3409,5
20344,4,11443,1
20344,4,11442,1
20344,3,3403,5
20344,3,11443,1
20344,3,11442,1
20344,1,3380,5
20344,1,11442,1
20344,1,11443,1
20344,5,11442,1
20344,5,11443,1
20344,5,11442,1
61235,1,11433,1
61235,1,11447,1
61235,1,3380,2
20346,4,3409,5
20346,4,11443,1
20346,4,11442,1
20346,3,3403,5
20346,3,11443,1
20346,3,11442,1
20346,1,3380,5
20346,1,11442,1
20346,1,11443,1
20346,5,11442,1
20346,5,11529,1
20346,5,11443,1
3963,1,3380,5
20348,4,3409,5
20348,4,11443,1
20348,4,11442,1
20348,3,3403,5
20348,3,11443,1
20348,3,11442,1
20348,1,3380,5
20348,1,11442,1
20348,1,11443,1
20348,5,11442,1
20348,5,11443,1
20350,4,3409,5
20350,4,11443,1
20350,4,11442,1
20350,3,3403,5
20350,3,11443,1
20350,3,11442,1
20350,1,3380,5
20350,1,11442,1
20350,1,11443,1
20350,5,11442,1
20350,5,11443,1
41621,1,3380,1
41621,1,22242,1
20352,4,3409,5
20352,4,11443,1
20352,4,11442,1
20352,3,3403,5
20352,3,11443,1
20352,3,11442,1
20352,1,3380,5
20352,1,11442,1
20352,1,11443,1
20352,5,11442,1
20352,5,11443,1
20352,5,11442,1
20354,4,3409,5
20354,4,11443,1
20354,4,11442,1
20354,3,3403,5
20354,3,11443,1
20354,3,11442,1
20354,1,3380,5
20354,1,11442,1
20354,1,11443,1
20354,5,11442,1
20354,5,11443,1
20354,5,11442,1
3978,1,3380,1
3978,8,11529,1
3978,8,11451,1
3978,8,21791,1
3980,4,3409,5
3980,4,11529,1
3980,4,11451,1
3980,3,3403,5
3980,3,11529,1
3980,3,11451,1
3980,1,3380,5
3980,1,11529,1
3980,1,11451,1
3980,5,11529,1
3980,5,11451,1
3982,1,3380,1
3982,8,11451,1
3982,8,11529,1
3982,8,21790,1
3988,1,3380,1
3988,8,11529,1
3988,8,11451,1
3988,8,23121,1
3990,4,3409,5
3990,4,11529,1
3990,4,11451,1
3990,3,3403,5
3990,3,11529,1
3990,3,11451,1
3990,1,3380,5
3990,1,11529,1
3990,1,11451,1
3990,5,11529,1
3990,5,11451,1
3991,4,3409,5
3991,4,11442,1
3991,4,11529,1
3991,3,3403,5
3991,3,11442,1
3991,3,11529,1
3991,1,3380,5
3991,1,11442,1
3991,1,11529,1
3991,5,11442,1
3991,5,11529,1
3994,1,3380,1
3994,8,11529,1
3994,8,11451,1
3994,8,23087,1
3996,4,3409,5
3996,4,11529,1
3996,4,11451,1
3996,3,3403,5
3996,3,11529,1
3996,3,11451,1
3996,1,3380,5
3996,1,11529,1
3996,1,11451,1
3996,5,11529,1
3996,5,11451,1
20445,1,3380,1
20445,1,22242,1
20445,8,11433,1
20445,8,11447,1
20445,8,22242,1
20445,8,23087,1
20447,1,3380,1
20447,1,22242,1
20447,8,11433,1
20447,8,11447,1
20447,8,22242,1
20447,8,23087,1
20449,1,3380,1
20449,1,22242,1
20449,8,11441,1
20449,8,11455,1
20449,8,22242,1
20449,8,23121,1
20451,1,3380,1
20451,1,22242,1
20451,8,11441,1
20451,8,11455,1
20451,8,22242,1
20451,8,23121,1
20453,1,3380,1
20453,1,22242,1
20453,8,11451,1
20453,8,11452,1
20453,8,21791,1
20453,8,22242,1
20455,1,3380,1
20455,1,22242,1
20455,8,11451,1
20455,8,11452,1
20455,8,21791,1
20455,8,22242,1
33449,1,3380,1
33449,8,11451,1
33449,8,11449,1
33449,8,21790,1
33451,4,3409,5
33451,4,11451,3
33451,4,11449,2
33451,3,3403,5
33451,3,11451,3
33451,3,11449,3
33451,1,3380,5
33451,1,11451,3
33451,1,11449,1
33451,5,11451,4
33451,5,11449,4
25267,1,3380,1
25267,8,11452,1
25267,8,11448,1
25267,8,23121,1
4148,4,3409,5
4148,4,11433,1
4148,4,11447,1
4148,3,3403,5
4148,3,11433,1
4148,3,11447,1
4148,1,3380,5
4148,1,11433,1
4148,1,11447,1
4148,5,11433,1
4148,5,11447,1
53303,1,3380,1
53304,1,3380,1
33460,1,3380,1
20540,1,3380,1
20540,1,22242,1
20540,8,11449,1
20540,8,11451,1
20540,8,21790,1
20540,8,22242,1
60769,1,3380,1
20556,1,3380,5
20556,1,20433,1
20558,1,3380,5
20558,1,20433,3
20560,1,3380,5
20560,1,20433,5
20562,1,3380,5
20562,1,20433,1
20564,1,3380,5
20564,1,20433,5
36949,1,3380,1
20566,1,3380,5
20566,1,20433,3
41657,1,3380,1
41657,8,22242,0
41657,8,11442,1
41657,8,11443,1
